,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0.0,0.559051724137931,0.5517241379310345,0.5522844827586207,0.5556465517241379,0.5545258620689655,0.5312068965517242,0.4963793103448276,0.4614655172413793,0.47051724137931034,0.511896551724138,0.5302586206896551,0.5313793103448275
1.000001,0.046551770689701774,0.0,0.0010344837931044839,0.01862070827588071,0.17689672862086675,0.43551767689698767,0.677586884483437,0.7127593334489893,0.4779315124142715,0.24827611034507613,0.1665518906898219,0.16137947172429948
1.0416676249999999,0.028965546206925548,0.0,0.0,0.0,0.008275870344835871,0.07137938172420938,0.21103469379331471,0.32896584620722585,0.3258623948279124,0.2493105941381806,0.2172415965519416,0.21310366137952366
1.0833342499999998,0.048620738275910486,0.0,0.003103451379313435,0.03931038413797018,0.13034495793116427,0.21103469379331358,0.3310348137934331,0.5482764103453736,0.571035053793672,0.4634487393108063,0.3920693575865973,0.39000039000038833
1.125000875,0.7168972686214073,0.6206902758626903,0.6331040813799441,0.6579316924144517,0.7427593634490194,0.8544836131043037,0.8162077127594377,0.7282765903455566,0.7158627848283028,0.7613800717249001,0.767586974483527,0.7665524906904225
1.1666675,1.2941392251737094,0.0,0.012413805517253806,0.11172424965528426,0.27827614034510617,0.5048280910349882,0.545172958966063,0.6744834331041235,0.9786216682768417,1.1896563620701563,1.2475874544840075,1.2372426165529626
1.208334125,0.6134488893109589,0.0,0.0,0.02482761103450761,0.09103457379319457,0.17689672862086675,0.23482782103471783,0.36310381137967385,0.5586212482764212,0.735517976897288,0.8182766803456467,0.8265525506904826
1.2500007499999999,1.639656812070607,0.8275870344835871,0.8327594534491095,0.9124147055181547,1.0417251796562152,1.1441390751735592,1.0913804017252304,1.0468975986217377,1.1100011100011111,1.2331046813805446,1.3075875144840676,1.3220702875875303
1.2916673749999998,0.28965546206925397,0.0,0.009310354137940305,0.08482767103456723,0.22448298310367182,0.24517265896576138,0.1965519206898509,0.12620702275874637,0.08275870344835827,0.071379381724209,0.06620696275868662,0.06620696275868662
1.333334,1.9065536306915638,3.517244896555245,3.493451769313842,3.268968786210169,2.653450929313001,1.797932832415593,1.1348287210356187,0.9372423165526623,0.9155181568974682,0.9982768603458269,0.9931044413803045,0.9900009900009911
1.375000625,0.38793142241418144,0.0,0.0041379351724179355,0.05379315724143316,0.19137950172432952,0.35069000586242,0.5668971186212571,0.5813798917247199,0.39620729275901734,0.16344843931050845,0.096206992758717,0.08896560620698561
