,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0.0,0.6430393932420128,0.6004742798250968,0.6004742798250968,0.6004742798250968,0.6004742798250968,0.607778589367727,0.7730460971973464,0.5847449995497344,0.5773006073583414,0.5773006073583414,0.5773006073583414,0.5773006073583414
1.000001,2.754668007166984,1.154362227395318,1.154362227395318,1.154362227395318,1.154362227395318,1.1339501638778222,1.078477379494981,2.298878635917491,2.32265268636728,2.32265268636728,2.32265268636728,2.32265268636728
1.0416676249999999,1.8973613394321631,1.143555840827232,1.143555840827232,1.143555840827232,1.143555840827232,1.1255451965470886,0.8712348993114654,1.8524547996936724,1.8827126820843132,1.8827126820843132,1.8827126820843132,1.8827126820843132
1.0833342499999998,1.1896630901843928,1.043656800553365,1.043656800553365,1.043656800553365,1.043656800553365,1.030689136671662,0.6894474630438819,1.3981062799865833,1.4177979177328732,1.4177979177328732,1.4177979177328732,1.4177979177328732
1.125000875,0.7987120383434216,0.941836624889627,0.941836624889627,0.941836624889627,0.941836624889627,0.9267076836943067,0.5523264245910613,1.00379324121332,1.0256461562732273,1.0256461562732273,1.0256461562732273,1.0256461562732273
1.1666675,0.5547278438284137,0.8472207069379409,0.8472207069379409,0.8472207069379409,0.8472207069379409,0.8356938945986492,0.44426255891020144,0.7504435116726376,0.7691745817239866,0.7691745817239866,0.7691745817239866,0.7691745817239866
1.208334125,0.36117345329780703,0.742999112036845,0.742999112036845,0.742999112036845,0.742999112036845,0.7305117320026123,0.3354782674581359,0.5364770576245351,0.5475235861163563,0.5475235861163563,0.5475235861163563,0.5475235861163563
1.2500007499999999,0.2569518583967111,0.6212471567030763,0.6212471567030763,0.6212471567030763,0.6212471567030763,0.6089999185925788,0.2689589545834733,0.43297588849464497,0.4469041200712891,0.4469041200712891,0.4469041200712891,0.4469041200712891
1.2916673749999998,0.1913931132169885,0.5122227233272728,0.5122227233272728,0.5122227233272728,0.5122227233272728,0.5081403106237737,0.23125667255703877,0.3318761386021055,0.3398008220853685,0.3398008220853685,0.3398008220853685,0.3398008220853685
1.333334,0.12799564535088506,0.3986355934005051,0.3986355934005051,0.3986355934005051,0.3986355934005051,0.390710909917242,0.16497750160611263,0.24902717491344806,0.2547905810830939,0.2547905810830939,0.2547905810830939,0.2547905810830939
1.375000625,0.08597080869721736,0.32106975203402127,0.32106975203402127,0.32106975203402127,0.32106975203402127,0.3114640750846115,0.12247238110497445,0.1995579386239878,0.2046009190224279,0.2046009190224279,0.2046009190224279,0.2046009190224279
1.41666725,0.07060172557816137,0.2615145549476794,0.2615145549476794,0.2615145549476794,0.2615145549476794,0.2559912907017688,0.1027807433586839,0.1548915408092316,0.1556119665804373,0.1556119665804373,0.1556119665804373,0.1556119665804373
1.4583338750000001,0.0561932101540471,0.23053624678583426,0.23053624678583426,0.23053624678583426,0.23053624678583426,0.22549326638739414,0.08813208601083455,0.12631465188473837,0.1303970645882375,0.1303970645882375,0.1303970645882375,0.1303970645882375
1.5000005,0.0381825658739038,0.19379453245434192,0.19379453245434192,0.19379453245434192,0.19379453245434192,0.18779098436096084,0.07276300289177894,0.10686315606218359,0.10926457529953602,0.10926457529953602,0.10926457529953602,0.10926457529953602
1.541667125,0.031458592009316964,0.1685796304621413,0.1685796304621413,0.1685796304621413,0.1685796304621413,0.16521764352984789,0.0561932101540471,0.07876655098516004,0.08044754445130675,0.08044754445130675,0.08044754445130675,0.08044754445130675
1.58333375,0.027616321229553063,0.14216401885126445,0.14216401885126445,0.14216401885126445,0.14216401885126445,0.13832174807150055,0.05115022975560698,0.06171647439995771,0.06267704209489869,0.06267704209489869,0.06267704209489869,0.06267704209489869
1.625000375,0.020171921593760498,0.11358712992677042,0.11358712992677042,0.11358712992677042,0.11358712992677042,0.11190613646062371,0.04370583011981441,0.054031932840429904,0.05451221668790039,0.05451221668790039,0.05451221668790039,0.05451221668790039
1.666667,0.01729021850893757,0.10302088528241969,0.10302088528241969,0.10302088528241969,0.10302088528241969,0.10013918219759675,0.038422707797639045,0.04586710743343161,0.04706781705210783,0.04706781705210783,0.04706781705210783,0.04706781705210783
1.7083336249999999,0.015128941195320295,0.08068768637504156,0.08068768637504156,0.08068768637504156,0.08068768637504156,0.0797271186801006,0.028336747000758646,0.038422707797638844,0.038902991645109325,0.038902991645109325,0.038902991645109325,0.038902991645109325
1.75000025,0.012007096186762201,0.07564470597660186,0.07564470597660186,0.07564470597660186,0.07564470597660186,0.07276300289177894,0.029057172771964526,0.028336747000758795,0.029537456619435014,0.029537456619435014,0.029537456619435014,0.029537456619435014
1.791666875,0.009605676949409711,0.06892073211201467,0.06892073211201467,0.06892073211201467,0.06892073211201467,0.06723973864586798,0.022093056983642334,0.025935327763406218,0.027136037382082433,0.027136037382082433,0.027136037382082433,0.027136037382082433
1.8333335000000002,0.008885251178204028,0.05451221668790039,0.05451221668790039,0.05451221668790039,0.05451221668790039,0.053551648992959416,0.02449447622099489,0.02209305698364245,0.02329376660231867,0.02329376660231867,0.02329376660231867,0.02329376660231867
1.8750001250000001,0.005763406169645857,0.052110797450547953,0.052110797450547953,0.052110797450547953,0.052110797450547953,0.04874881051825453,0.019451495822554767,0.020652205441230986,0.021132489288701473,0.021132489288701473,0.021132489288701473,0.021132489288701473
1.91666675,0.0062436900171163445,0.03722199817896282,0.03722199817896282,0.03722199817896282,0.03722199817896282,0.03530086278908087,0.011766954263026957,0.01729021850893757,0.0180106442801433,0.0180106442801433,0.0180106442801433,0.0180106442801433
1.958333375,0.002641561161087684,0.03530086278908087,0.03530086278908087,0.03530086278908087,0.03530086278908087,0.034820578941610385,0.01080638656808598,0.013928231576644154,0.014408515424114641,0.014408515424114641,0.014408515424114641,0.014408515424114641
2.0,0.0011106552866191053,0.010176003842266938,0.010176003842266938,0.010176003842266938,0.010176003842266938,0.009745749992495572,0.003702184288730351,0.004892886803213896,0.005032969451976666,0.005032969451976666,0.005032969451976666,0.005032969451976666
