,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0.0,0.8006444059757647,0.6002181374265787,0.7503126969991094,0.7985530884457208,0.8245494661636831,0.8377677937100373,0.8421405485455837,0.8346458268709287,0.816394328426909,0.7866856119355193,0.7365039975184366,0.5848184356144371
1.000001,1.9457077403583722,1.1378379750454168,0.7749690049538962,0.6925970282885147,0.6853924822244871,0.6957189982495933,0.7684849134962715,0.896005378829559,1.0866856979908213,1.3006607160924395,1.61381831834217,2.3352335308867946
1.0416676249999999,0.9618068995476772,1.1399993388646252,0.7740083988120259,0.6464879334787383,0.59461520181774,0.5936545956758696,0.6231932345383826,0.709167484235778,0.8242000697247511,1.0119985704604024,1.2711220772299265,1.878225158891981
1.0833342499999998,0.5814068673670199,1.0417773608583776,0.6942780890367841,0.5653167144906917,0.5067197398366013,0.4896689808184029,0.48534625317998636,0.5304947418478921,0.6068629301265837,0.7266985463249078,0.9080129556029335,1.4334645152060064
1.125000875,0.36046745473684483,0.9459568982068166,0.6080636878039247,0.48174398014797515,0.41354094407518105,0.37991972910971916,0.37415609225849716,0.3936083666313715,0.4411583706539533,0.5141644374360991,0.6308780836733453,1.0473008461741373
1.1666675,0.25095835456362614,0.823719766653816,0.5235303473193349,0.4171432171071948,0.34870002949893314,0.3057129046502355,0.2896227517739073,0.28674093334829626,0.3069136623275734,0.3527826056018821,0.455807614317476,0.7641621858578549
1.208334125,0.1755507724268045,0.7319818801051985,0.4510045836081243,0.36094775780778,0.30283108622462446,0.2624856282660702,0.23919092932571448,0.23871062625477932,0.24255305082226067,0.26512729515621364,0.322763663668434,0.5641159568133567
1.2500007499999999,0.12872122301062547,0.6205515676482392,0.38328185060626535,0.30475229850836516,0.25191896070549646,0.21301441195974774,0.18779850073565132,0.17603107549773966,0.1789128939233507,0.19500304679967886,0.25071820302815856,0.4377962491574071
1.2916673749999998,0.09317879576142242,0.49207049617307874,0.2999492677990119,0.2322265347971533,0.19164092530313168,0.16738562022090575,0.15369698269925347,0.14216970899680947,0.13760682982292538,0.15105531580911005,0.18371592463270142,0.3222833605974971
1.333334,0.06604167225358583,0.39192730588309843,0.2471159299961448,0.1962038044770168,0.15681895266033288,0.13856743596479645,0.11599319163084347,0.10542652407026974,0.10638713021214008,0.11479243395350554,0.13496516293278266,0.2423128992867931
1.375000625,0.042266670242294926,0.3261257851649802,0.19092047069672993,0.15273637655738395,0.12728031379781996,0.11143031245695936,0.09558031111609876,0.0869348558392657,0.08285227973631676,0.0869348558392657,0.10614697867667248,0.18059395467162379
